mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.1770177364349366,0.041888994449569374,0.07439765930175782,0.0019600469116708296,l2,60,"{'penalty': 'l2', 'C': 60}",0.4918536148206914,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49185062864461254,1.4930880394281585e-06,6
10.096221780776977,0.27127875836133963,0.08400063514709473,0.011767667256097247,l1,50,"{'penalty': 'l1', 'C': 50}",0.5933565457563871,0.5929275047196492,0.5913408211087686,0.5957262383110634,0.5940660971256051,0.5934834414042947,0.0014342674428557516,2
1.165617084503174,0.043884345478842166,0.0758018970489502,0.003488220172227435,l2,10,"{'penalty': 'l2', 'C': 10}",0.4918536148206914,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49185062864461254,1.4930880394281585e-06,6
1.1270170211791992,0.015964190697563472,0.0756007194519043,0.003380976781916724,l2,50,"{'penalty': 'l2', 'C': 50}",0.4918536148206914,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49185062864461254,1.4930880394281585e-06,6
10.312153100967407,0.33612141461029943,0.07680377960205079,0.0011654634460377606,l1,30,"{'penalty': 'l1', 'C': 30}",0.5933565457563871,0.5929275047196492,0.5913408211087686,0.5957262383110634,0.5940660971256051,0.5934834414042947,0.0014342674428557516,2
1.111015748977661,0.005403311134574686,0.07280135154724121,0.0007482008377468197,l2,20,"{'penalty': 'l2', 'C': 20}",0.4918536148206914,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49185062864461254,1.4930880394281585e-06,6
11.307972097396851,2.2527921356820806,0.08840327262878418,0.02331120195564801,l1,10,"{'penalty': 'l1', 'C': 10}",0.5933565457563871,0.5929275047196492,0.5913408211087686,0.5957262383110634,0.5940734428830629,0.5934849105557862,0.001434867154235696,1
17.87606611251831,1.3033670173073613,0.13860039710998534,0.0029372389368140573,l1,60,"{'penalty': 'l1', 'C': 60}",0.5933565457563871,0.5929275047196492,0.5913408211087686,0.5957262383110634,0.5940660971256051,0.5934834414042947,0.0014342674428557516,2
2.1264296054840086,0.014320017556042532,0.13180065155029297,0.0022249917987424007,l2,30,"{'penalty': 'l2', 'C': 30}",0.4918536148206914,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49184988210059283,0.49185062864461254,1.4930880394281585e-06,6
16.2670259475708,0.33181063255529014,0.1375894546508789,0.0013487047915851503,l1,40,"{'penalty': 'l1', 'C': 40}",0.5933565457563871,0.5929275047196492,0.5913408211087686,0.5957262383110634,0.5940660971256051,0.5934834414042947,0.0014342674428557516,2
